,hotel_id,hotel_name,hotel_description,address,point_of_interest,city,state,country,latitude,longitude,property_type,hotel_star_rating,site_review_rating,hotel_facilities,room_facilities
994,H000995,Travelodge Los Banos,The standard check-in time is 02:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly In keeping with our heightened security procedures we request all guests to carry a photo-identity to present at check in. Foreign Nationals are required to present their passport and valid visa,349 W Pacheco Blvd,['Singara Post'],Los Banos,CA,US,37.1,-120.9,Resort,3,4.0,"('Baggage Room', 'Doctor on Call', 'Dry Cleaning', 'Extra Person / Child - Share the same room', 'Front Desk', 'Library', 'Lobby', 'Local Tour / Travel Desk', 'Multi Cuisine Restaurant', 'Picnic Area', 'Power Backup', 'Separate Sitting Area', 'Taxi Services')","('Attached Bathroom', 'Bathroom Amenities', 'Clothes Dryer', 'Coffee Table', 'Dressing Area', 'HD / LCD Satellite TV', 'Hairdryer', 'Hot / Cold Running Water', 'Luggage Rack', 'Mirror', 'Newspapers', 'Sofa Table / Extra Seats', 'Tea Coffee Kettle / Maker', 'Telephone', 'Television', 'Heating Facility on Request', 'Safe', 'Airport Transfer')"
995,H000996,Comfort Inn Traverse City,The standard check-in time is 12:00 PM and the standard check-out time is 10:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,460 Munson Ave,"['Havelock Road', 'Vijayaraj Hospital', 'Ooty Lake', 'Ooty Railway Station', 'Ooty Bus Station', 'Govenment Hospital', 'Rose Garden', 'Ooty Botanical Garden', 'Raj Bhawan']",Traverse City,MI,US,44.8,-85.6,Hotel,2,5.0,"('Access Via Exterior Corridors', 'Bar / Lounge ', 'Campfire / Bon Fire', ""Children's Park"", 'Coffee Shop / Cafe', 'Concierge', 'Conference Facility', 'Fax Machine', 'Front Desk', 'Gardens', 'Guide / Sightseeing Service', 'Laundry Service Available', 'Lobby', 'Local Tour / Travel Desk', 'Medical Assistance Available', 'Multi Cuisine Restaurant', 'Open Air Restaurant / Dining', 'Parking Facility', 'Picnic Area', 'Power Backup', 'Restaurant', 'Taxi Services', 'Vegetarian Food / Jain Food Available', 'Welcome Drinks')","('Bathroom Amenities', 'Ensuite / Private Bathroom', 'Hot / Cold Running Water', 'Housekeeping', 'Luggage Rack', 'Mirror', 'Newspapers', 'Telephone', 'Television', 'Toiletries', 'Heating Facility on Request', 'Outdoor Parking')"
996,H000997,Intown Suites Piedmont,The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Check in time 12 noon check out 11.00 am SHARP,1944 Piedmont Cir NE,"['Calangute Beach', 'Baga Area', 'Titos lane, baga', 'Baga Beach', 'North Goa', 'Calangute Bus Stand']",Atlanta,GA,US,33.8,-84.4,Hotel,3,3.9,"('Air / Rail Booking', 'Baggage Room', 'Bar / Lounge ', 'Car Rental', 'Catering', 'Coffee Shop / Cafe', 'Concierge', 'Courier Service', 'Disabled Friendly Rooms', 'Doctor on Call', 'Electronic Check-Out', 'Express Check-In / Check-Out', 'Express Laundry', 'Family Room', 'Front Desk', 'Gardens', 'Health Club / Gym Facility Available', 'Internet Access - Surcharge', 'Kids Play Zone', 'Laundry Service Available', 'Lobby', 'Locker Facility', 'Multi Cuisine Restaurant', 'Open Air Restaurant / Dining', 'Parking Facility', 'Pets Allowed', 'Postal / Parcel Services', 'Power Backup', 'Public Restrooms', 'RO Water Purification System', 'Smoking Area', 'Swimming Pool', 'Taxi Services', 'Vegetarian Food / Jain Food Available', 'Veranda', 'Wake-up Call / Service', 'Welcome Drinks')","('Air Conditioning', 'Attached Bathroom', 'Balcony', 'Bathroom Amenities', 'Bedside Table', 'Breakfast Available', 'Ceiling Fan', 'Climate Control', 'Closet', 'Coffee Table', 'Complete Bedding', 'Curtains/Shades', 'Daily Room Cleaning', 'Dustbins', 'Extra Bed, Towels, Linens, Bedding (on request)', 'Hairdryer', 'Hot / Cold Running Water', 'Housekeeping', 'Mineral Water', 'Mini Bar', 'Mini Refrigerator', 'Mirror', 'Newspapers', ""Split A.C's"", 'Tea Coffee Kettle / Maker', 'Telephone', 'Television', 'Toiletries', 'Wardrobe', 'Western Toilet Seat', 'Safe', 'Window Open / Ventilation', 'Poolside Cafe', 'Airport Transfer')"
997,H000998,The San Remo Hotel,"The standard check-in time is 12:00 PM and the standard check-out time is 10:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel May charge compulsory Gala Dinner on New Year's Eve. Any such supplements, payment has to be made directly by the guest.",2237 Mason St,"['Center Point', 'Mumbai Pune Highway', 'Bus Stand', 'Lonavala Railway Station', 'Lonavla Lake', 'Narayanidham Mandir', 'Bhairavnath Temple', 'Kumar Resort water park', 'Triose Mall']",San Francisco,CA,US,37.8,-122.4,Resort,0,4.0,"('Air-Conditioning - Central', 'Baggage Room', 'Banquet Facilities', 'Board Room', 'Conference Facility', 'Doctor on Call', 'Front Desk', 'Gardens', 'Laundry Service Available', 'Lobby', 'Locker Facility', 'Major Credit Cards Accepted', 'Multi Cuisine Restaurant', 'Parking Facility', 'Pick Up and Drop (Rly Station, Bus Stand, Temple)', 'Power Backup', 'Swimming Pool', 'Wake-up Call / Service', 'Wedding Services Facility', 'Wheelchair Accessibility - Room')","('Air Conditioning', 'Hot / Cold Running Water', 'Newspapers', 'No Smoking Room', 'Tea Coffee Kettle / Maker', 'Telephone', 'Television', 'Iron / Ironing board', 'Airport Transfer')"
998,H000999,Fairfield Inn Suites Frederick,The standard check-in time is 02:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel. Please carry a valid photo id Proof at the time of check in.,5220 Westview Dr,"['Chatrapathi Shivaji International Airport', 'Gateway of India', 'Domestic Airport', 'Worli Sea Face', 'Mahalaxmi Race Course', 'Jaslok Hospital', 'Jehangir Art Gallery', 'Mahalaxmi Temple', 'Chowpatty Beach', 'Atria Shopping Mall', 'Mumbai Central Station', 'Haji Ali Shopping Mall', 'Breach Candy Hospital', 'Malabar Hill Shopping Area', 'Phoenix Mills(shopping center)', 'INOX Theatre, Nariman Point', 'Crossroads Shopping Mall', 'Peddar Road shopping area', 'Maratha Mandir Cinema', 'High Street Phoenix', 'Masjid Bunder Railway Station', 'Mumbadevi Mandir', 'J J Hospital', 'Charni Road Railway Station', 'Marine Lines Railway Station', 'Race course', 'Mumbai Central Bus Stand', 'Wankhede Stadium', 'St Xavier College', 'Byculla Railway Station', 'Hanging Gardens', 'Marine Drive', 'Crawford Market', 'Metro Cinema', 'Grant Road Station', 'Kemps Corner', 'Brabourne Stadium', 'Haji Ali Dargah', 'Fashion Street']",Frederick,MD,US,39.4,-77.4,Hotel,4,4.6,"('Air-Conditioning - Central', 'Babysitting/ Child Care (surcharge)', 'Banquet Facilities', 'Bar / Lounge ', 'Beauty Salon - on charge', 'Business Center', 'Coffee Shop / Cafe', 'Conference Facility', 'Currency Exchange', 'Doctor on Call', 'Doorman', 'Dry Cleaning', 'Fitness Equipment', 'Front Desk', 'Health Club / Gym Facility Available', 'Internet Access - Surcharge', 'Laundry Service Available', 'Lift / Elevator', 'Limousine Service Available', 'Lobby', 'Locker Facility', 'Major Credit Cards Accepted', 'Medical Assistance Available', 'Multi Cuisine Restaurant', 'Parking Facility', 'Power Backup', 'Restaurant', 'Secretarial Services', 'Smoking Area', 'Vegetarian Food / Jain Food Available', 'Wake-up Call / Service', 'Wedding Services Facility', 'Welcome Drinks')","('Air Conditioning', 'Attached Bathroom', 'Bathrobe', 'Bathroom Amenities', 'Ceiling Fan', 'Extra Bed, Towels, Linens, Bedding (on request)', 'HD / LCD Satellite TV', 'Hairdryer', 'Hot / Cold Running Water', 'Housekeeping', 'Mineral Water', 'Mini Bar', 'Mirror', 'Newspapers', 'Telephone', 'Television', 'Safe', 'Iron / Ironing board', 'Outdoor Parking', 'Porter Services', 'Spa Services', 'Airport Transfer')"
999,H001000,Bardstown Parkview Motel,The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge gala dinner supplement on Christmas / New Years eve or other festive periods which need to be paid directly at the hotel.As per the govt guidelines valid govt issued id proofs are required to be presented at the Time of C/in.,418 E Stephen Foster Ave,"['Raghunath Temple', 'Katra Bus Stand', 'Vaishno Devi', 'Katra Railway Station', 'Charan Paduka', 'Patnitop', 'Ardh Kuwari', 'shilimar park', 'katra helipad', 'Railway Station', 'Railway Road']",Bardstown,KY,US,37.8,-85.5,Hotel,0,4.0,"('Baggage Room', 'Business Center', 'Doctor on Call', 'Dry Cleaning', 'Front Desk', 'Gift Shop ', 'Laundry Service Available', 'Lift / Elevator', 'Lobby', 'Local Tour / Travel Desk', 'Locker Facility', 'Medical Assistance Available', 'Multi Cuisine Restaurant', 'Parking Facility', 'Wheelchair Accessibility - Room')","('Air Conditioning', 'Bathroom Amenities', 'Hot / Cold Running Water', 'Mini Bar', 'Telephone', 'Television', 'Heating Facility on Request')"
1000,H001001,Aloft Louisville Downtown,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge gala dinner supplement on Christmas / New Years eve or other festive periods which need to be paid directly at the hotel.As per the govt guidelines valid govt issued id proofs are required to be presented at the Time of C/in.,102 W Main St,"['Jammu Airport', 'Baba Dhansar', 'Shivkhori', 'Dera Baba Banda', 'Bawey Wali Mata', 'Jammu Railway Station', 'Jahan Kosha', 'Ma Vaishno Devi Shrine', 'Dhansar Picnic Spot', 'Aghar Jitto, the Shrine of Baba Jitto', 'shilimar park', 'katra helipad', 'Katra Bus Stand', 'Jammu Road', 'Railway Station']",Louisville,KY,US,38.3,-85.8,Hotel,3,4.0,"(' Drivers Rest Room', 'ATM / Banking', 'Air / Rail Booking', 'Baggage Room', 'Banquet Facilities', 'Beauty Salon - on charge', 'Business Center', 'Car Rental', 'Concierge', 'Conference Facility', 'Courier Service', 'Doctor on Call', 'Doorman', 'Dry Cleaning', 'Express Laundry', 'Family Room', 'Fax Machine', 'Fire Safety', 'First-Aid Kit at Front Desk', 'Front Desk', 'Gardens', 'Internet Access - Surcharge', 'Laundry Service Available', 'Library', 'Lift / Elevator', 'Lobby', 'Local Tour / Travel Desk', 'Locker Facility', 'Major Credit Cards Accepted', 'Multi Cuisine Restaurant', 'Paid Transfers', 'Parking Facility', 'Party hall', 'Pest Control Facility', 'Pick Up and Drop (Rly Station, Bus Stand, Temple)', 'Postal / Parcel Services', 'Power Backup', 'Public Restrooms', 'RO Water Purification System', 'Restaurant', 'Security at All Hotel Entrances', 'Separate Sitting Area', 'Smoking Area', 'Stamps and Mailing Facility', 'Taxi Services', 'Wake-up Call / Service', 'Water Dispenser Available', 'Welcome Drinks')","('Air Conditioning', 'Attached Bathroom', 'Balcony', 'Bathroom Amenities', 'Bedside Table', 'Breakfast Available', 'Breakfast chargeable', 'Ceiling Fan', 'Closet', 'Clothes Hook in Bathroom', 'Coffee Table', 'Curtains/Shades', 'Daily Room Cleaning', 'Dustbins', 'Extra Bed, Towels, Linens, Bedding (on request)', 'Extra Toilteries on Demand', 'HD / LCD Satellite TV', 'Hill View from all Rooms', 'Hot / Cold Running Water', 'Housekeeping', 'In-room Storage Space', 'Luggage Rack', 'Mini Refrigerator', 'Mirror', 'Newspapers', 'No Smoking Room', 'Premium Amenities / Toiletries', 'Room Door Fitted with Lock and Key', 'Sanitary Bin', 'Slippers', ""Split A.C's"", 'Telephone', 'Television', 'Toiletries', 'Wardrobe', 'Western Toilet Seat', 'Heating Facility on Request', 'Safe', 'Window Open / Ventilation', 'Outdoor Parking', 'Airport Transfer')"
1001,H001002,Best Western Plus Arroyo Roble Hotel & Creekside Villas,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,400 N State Route 89A,['Defence Road Mamoon'],Sedona,AZ,US,34.9,-111.8,Resort,0,2.0,"('Doctor on Call', 'Front Desk', 'Parking Facility')","('Attached Bathroom', 'Bathroom Amenities', 'Ceiling Fan', 'Telephone', 'Television')"
1002,H001003,Van Landingham Estate,"The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Valid Photo ID (Driver's License, Voters Card, Passport) required at the time of check-in. Hotel reserves right to admission. This may include cases such as denial of admission to local residents, and to unmarried, unrelated couples, among others.",2010 The Plz,['Thuraipakkam'],Charlotte,NC,US,35.2,-80.8,Hotel,2,4.3,"('Air-Conditioning - Central', 'Front Desk', 'Laundry Service Available', 'Lobby', 'Parking Facility', 'Restaurant', 'Smoking Area')","('Air Conditioning', 'Breakfast Available', 'Coffee Table', 'Hot / Cold Running Water', 'Housekeeping', 'Mineral Water', 'No Smoking Room', 'Premium Amenities / Toiletries', 'Tea Coffee Kettle / Maker', 'Telephone', 'Television')"
1003,H001004,Courtyard by Marriott San Antonio Downtown/Market Square,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Valid photo ID is required both for the check in process, as well as being a necessity to process a credit card.",600 Santa Rosa South,"['Shirdi Bus Depot', 'Shirdi Sai Sansthan', 'Dixit Wada Museum', 'Gurusthan', 'Khandoba Temple', 'Chavadi', 'Nagarparishad', 'Police station', 'Samadhi Mandir', 'Water Park', 'Pimpalwadi Road']",San Antonio,TX,US,29.4,-98.5,Hotel,3,4.6,"('Banquet Facilities', 'Business Center', 'Car Rental', 'Conference Facility', 'Doctor on Call', 'Dry Cleaning', 'Front Desk', 'Laundry Service Available', 'Lift / Elevator', 'Lobby', 'Local Tour / Travel Desk', 'Locker Facility', 'Multi Cuisine Restaurant', 'Parking Facility', 'Power Backup')","('Air Conditioning', 'Attached Bathroom', 'Bathroom Amenities', 'Ceiling Fan', 'Desk', 'Extra Bed, Towels, Linens, Bedding (on request)', 'HD / LCD Satellite TV', 'Hot / Cold Running Water', 'Housekeeping', 'Luggage Rack', 'Mirror', 'Newspapers', 'No Smoking Room', 'Shower', 'Telephone', 'Television', 'Toiletries', 'Work Station')"
1004,H001005,Four Points By Sheraton Mall Of America Minneapolis Airport,The standard check-in time is 12:00 PM and the standard check-out time is 10:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly All Guests has to present Valid I.D. Proof at Check-In. Pan Card is not considered as Valid I.D. Proof. The Hotel reserves the right to admission. Local I.D.'s are not acceptable.,7745 Lyndale Ave S,"['Mahakal Temple', 'Mahakal Temple Area Ujjain', 'Kaliadeh Palace', 'Bhartrihari Cave', 'Bade Ganeshji Ka Mandir']",Minneapolis,MN,US,44.9,-93.3,Hotel,1,2.4,"('Banquet Facilities', 'Board Room', 'Conference Facility', 'Doctor on Call', 'Dry Cleaning', 'Fax Machine', 'Front Desk', 'Laundry Service Available', 'Lift / Elevator', 'Lobby', 'Major Credit Cards Accepted', 'Multi Cuisine Restaurant', 'Parking Facility', 'Party hall', 'Power Backup', 'Secretarial Services', 'Wedding Services Facility', 'Welcome Drinks')","('Air Cooler', 'Attached Bathroom', 'Bathrobe', 'Bathroom Amenities', 'Ceiling Fan', 'Desk', 'HD / LCD Satellite TV', 'Hot / Cold Running Water', 'Housekeeping', 'Luggage Rack', 'Mineral Water', 'Mirror', 'Newspapers', 'Telephone', 'Television', 'Toiletries', 'Safe')"
1005,H001006,"The Ritz-Carlton, Atlanta",The standard check-in time is 11:00 AM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel.,181 Peachtree Street N.E.,"['Sabarmati Ashram', 'Railway Station', 'Airport', 'Akshardham Temple', 'Adalaj Vav', 'Jama Mosque', 'Nal Sarovar', 'Sarkhej', 'Sidi Saiyed Mosque', 'Down Town', 'Sidi Saiyad Masjid', 'Vadilal Sarabhai Hospital', 'Sardar Vallabhbhai Patel International Airport', 'Sabarmati riverfront', 'Delhi Darwaja Gate', 'Teen Darwaja', 'Ahmedabad Railway Station', 'Kankaria Lake', 'CG Road', 'Paldi Bus Terminus', 'Lal Darwaja AMTS Bus Terminus', 'Ahmedabad Central Bus Station', 'Idgah Bus Stop', 'Ellis Bridge', 'Asarwa Railway Station', 'Gandhigram Railway Station', 'HCG Multi Specialty Hospital', 'Civil Hospital', 'Law garden', 'Dada Hari Vav (Stepwell)', 'Ahmedabad Institute Of Medical Services Hospital', 'Nehru Bridge', 'St Xaviers College', 'Geeta Mandir Bus Stop', 'Government Dental College and Hospital', 'National Institute of Design', 'Gujarat University', 'MP Shah Cancer Hospital', 'Bhadra Fort']",Atlanta,GA,US,33.8,-84.4,Hotel,3,5.0,"(' Drivers Rest Room', 'Air-Conditioning - Central', 'Baggage Room', 'Banquet Facilities', 'Board Room', 'Business Center', 'Conference Facility', 'Currency Exchange', 'Doctor on Call', 'Dry Cleaning', 'Express Laundry', 'Extra Person / Child - Share the same room', 'Front Desk', 'Laundry Service Available', 'Lift / Elevator', 'Lobby', 'Local Tour / Travel Desk', 'Locker Facility', 'Major Credit Cards Accepted', 'Medical Assistance Available', 'Multi Cuisine Restaurant', 'Parking Facility', 'Power Backup', 'RO Water Purification System', 'Smoking Area', 'Wake-up Call / Service', 'Welcome Drinks')","('Air Conditioning', 'Attached Bathroom', 'Bathroom Amenities', 'Bidet', 'Desk', 'HD / LCD Satellite TV', 'Hairdryer', 'Hot / Cold Running Water', 'Housekeeping', 'Mineral Water', 'Mini Bar', 'Mirror', 'Newspapers', 'Shower', 'Tea Coffee Kettle / Maker', 'Telephone', 'Television', 'Toiletries', 'Safe', 'Outdoor Parking')"
1006,H001007,Aloft Atlanta Downtown,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,300 Ted Turner Dr NW,['Others'],Atlanta,GA,US,33.8,-84.4,Hotel,0,5.0,"('Bar / Lounge ', 'Business Center', 'Front Desk', 'Gardens', 'Laundry Service Available', 'Multi Cuisine Restaurant', 'Parking Facility', 'Power Backup', 'Swimming Pool')","('Air Conditioning', 'Attached Bathroom', 'Bathroom Amenities', 'Breakfast Available', 'Coffee Table', 'Desk', 'Extra Bed, Towels, Linens, Bedding (on request)', 'HD / LCD Satellite TV', 'Hot / Cold Running Water', 'Housekeeping', 'Luggage Rack', 'Mini Bar', 'Shower', 'Tea Coffee Kettle / Maker', 'Television', 'Safe', 'Iron / Ironing board')"
1007,H001008,Hampton Inn Philadelphia-International Airport,The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances,8600 Bartram Ave,"['Shirdi Bus Depot', 'Shirdi Sai Sansthan', 'Dixit Wada Museum', 'Gurusthan', 'Khandoba Temple', 'Chavadi', 'Police station', 'Samadhi Mandir', 'Water Park', 'Pimpalwadi Road']",Philadelphia,PA,US,39.9,-75.2,Hotel,3,5.0,"('Front Desk', 'Gardens', 'Laundry Service Available', 'Locker Facility', 'Multi Cuisine Restaurant', 'Parking Facility', 'Power Backup', 'Public Restrooms')","('Air Conditioning', 'Attached Bathroom', 'Bedside Table', 'Breakfast Available', 'Breakfast chargeable', 'Ceiling Fan', 'Coffee Table', 'Desk', 'Do-Not-Disturb Notice', 'Dressing Area', 'Dustbins', 'Extra Bed, Towels, Linens, Bedding (on request)', 'Luggage Rack', 'Mineral Water', 'Newspapers', 'Premium Beddings / Hypo-Allergenic ', 'Room Door Fitted with Lock and Key', 'Safe (on request)', 'Telephone', 'Television', 'Wardrobe', 'Western Toilet Seat', 'Safe', 'Window Open / Ventilation', 'Outdoor Parking', 'Porter Services')"
1008,H001009,Pelican Post Motel,The standard check-in time is 12:00 PM and the standard check-out time is 10:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Government ID cards are mandatory during the time of check in.,202 1st St N,['Dabhel'],Bradenton Beach,FL,US,27.5,-82.7,Hotel,0,1.0,"('Doctor on Call', 'Parking Facility', 'Public Restrooms')","('Bathroom Amenities', 'Ceiling Fan', 'Telephone', 'Television')"
1009,H001010,Ramada-franklin/cool Springs,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Terms and Conditions: It is mandatory for guests to present valid photo identification at the time of check-in.  Unmarried Couples not allowed,6210 Hospitality Dr,"['Swami Vivekananda Biggest Statue', 'River Bay Resort', 'Kambala Park', 'Rajahmundry Airport', 'Main Road']",Franklin,TN,US,35.9,-86.8,Hotel,0,3.0,"('Doctor on Call', 'Front Desk', 'Laundry Service Available', 'Lobby', 'Medical Assistance Available', 'Parking Facility', 'Power Backup', 'Taxi Services', 'Welcome Drinks')","('Air Conditioning', 'Attached Bathroom', 'Bathroom Amenities', 'Newspapers', 'Telephone', 'Television', 'Airport Transfer')"
1010,H001011,Margaritaville Island Hotel,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel.,131 Island Dr,"['Helipad', 'New College Building, SMIMS', 'Raj Bhawan', 'Denzong Cinema', 'Military Hospital', 'Paljor Stadium', 'Fambong La Wildlife Sanctuary', 'Nehru Botanical Garden', 'National Highway - 31-A', 'Devlopment Area', 'Directorate of Handloom and Handicrafts (DHH)', 'Sikkim Government Law College', 'Do-Drul Chorten or Stupa', 'Banjhakri Falls', 'Diet College, Burtuk', 'ICFAI University', 'Bakthang Waterfalls', 'Hanuman Tok', 'Manipal Central Referral Hospital', 'Sikkim Govt. College', 'Barad Sadan Academic Block, Sikkim University', 'Thakurbari Temple and Dharamshala']",Pigeon Forge,TN,US,35.8,-83.6,Hotel,0,5.0,"('Bar / Lounge ', 'Business Center', 'Concierge', 'Conference Facility', 'Currency Exchange', 'Disabled Friendly Facilities ', 'Doctor on Call', 'Dry Cleaning', 'Front Desk', 'Internet Access - Surcharge', 'Laundry Service Available', 'Lift / Elevator', 'Lobby', 'Local Tour / Travel Desk', 'Multi Cuisine Restaurant', 'Parking Facility')","('Air Conditioning', 'Attached Bathroom', 'Bathroom Amenities', 'Bidet', 'Desk', 'Ensuite / Private Bathroom', 'Hot / Cold Running Water', 'Housekeeping', 'Mirror', 'No Smoking Room', 'Shower', 'Telephone', 'Television', 'Safe')"
1011,H001012,Sonesta Es Suites St Louis,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Most hotels do not allow unmarried / unrelated couples to check-in. This is at full discretion of the hotel management. No refund would be applicable in case the hotel denies check-in under such circumstances .,1855 Craigshire Rd,"['Koyambedu Private Bus Terminus', 'Bus Stop - Koyambedu', 'Koyambedu']",Saint Louis,MO,US,38.7,-90.4,Hotel,3,4.5,"('Air-Conditioning - Central', 'Baggage Room', 'Banquet Facilities', 'Bar / Lounge ', 'Business Center', 'Coffee Shop / Cafe', 'Conference Facility', 'Currency Exchange', 'Doctor on Call', 'Front Desk', 'Laundry Service Available', 'Lift / Elevator', 'Lobby', 'Local Tour / Travel Desk', 'Locker Facility', 'Multi Cuisine Restaurant', 'Nature Walk', 'Parking Facility', 'Party hall', 'Picnic Area', 'Power Backup', 'Valet service', 'Wedding Services Facility', 'Welcome Drinks')","('Air Conditioning', 'Attached Bathroom', 'Channel Music', 'Coffee Table', 'Desk', 'Dressing Area', 'Ensuite / Private Bathroom', 'HD / LCD Satellite TV', 'Hot / Cold Running Water', 'Housekeeping', 'Luggage Rack', 'Mini Bar', 'Newspapers', 'No Smoking Room', 'Tea Coffee Kettle / Maker', 'Safe', 'Outdoor Parking')"
1012,H001013,The Westin San Diego,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,400 West Broadway,"['Bhopal Junction Railway Station', 'Hamidia Road', 'Moti Masjid', 'Lower Lake']",San Diego,CA,US,32.7,-117.2,Hotel,1,4.0,"('Baggage Room', 'Car Rental', 'Doctor on Call', 'Dry Cleaning', 'Front Desk', 'Parking Facility', 'Taxi Services', 'Wake-up Call / Service')","('Air Conditioning', 'Alarm Clock', 'Ceiling Fan', 'Video/ DVD/ CD Player Available')"
1013,H001014,Courtyard Fort Worth Fossil Creek,The standard check-in time is 12:00 PM and the standard check-out time is 10:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,3751 NE Loop 820,['Beyond Thane'],Fort Worth,TX,US,32.8,-97.3,Hotel,3,2.0,"('Banquet Facilities', 'Bar / Lounge ', 'Business Center', 'Catering', 'Coffee Shop / Cafe', 'Concierge', 'Conference Facility', 'Doctor on Call', 'Express Laundry', 'Fitness Equipment', 'Front Desk', 'Grocery', 'Health Club / Gym Facility Available', 'Internet Access - Surcharge', 'Laundry Service Available', 'Lift / Elevator', 'Lobby', 'Multi Cuisine Restaurant', 'Parking Facility', 'Power Backup', 'Valet service', 'Wedding Services Facility', 'Welcome Drinks')","('Air Conditioning', 'Attached Bathroom', 'Bathroom Amenities', 'Breakfast Available', 'Ceiling Fan', 'Coffee Table', 'Crockery / Cutlery', 'Desk', 'Ensuite / Private Bathroom', 'Extra Bed, Towels, Linens, Bedding (on request)', 'HD / LCD Satellite TV', 'Hairdryer', 'Hot / Cold Running Water', 'Housekeeping', 'Mineral Water', 'Mini Bar', 'Newspapers', 'Premium Beddings / Hypo-Allergenic ', 'Shower', 'Sofa Cum Bed Available', 'Tea Coffee Kettle / Maker', 'Telephone', 'Television', 'Toiletries', 'Utensils (on request)', 'Wardrobe', 'Iron / Ironing board', 'Spa Services', 'Airport Transfer')"
